RunID,RunTime,Type,QuestionID,Question,ModelName,Parsed,OK,Note
20250908-155115,2025-09-08 15:51:17 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,OpenRouter-Default [openai/gpt-4o],"[0.3, 0.15, 0.55]",1,
20250908-155115,2025-09-08 15:51:17 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.11111111111111112, 0.3333333333333333, 0.5555555555555556]",1,
20250908-155115,2025-09-08 15:51:17 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,Gemini [gemini-2.5-pro],"[0.05, 0.55, 0.4]",1,
20250908-155115,2025-09-08 15:51:17 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,Grok [grok-4],"[0.17, 0.3, 0.53]",1,
20250908-163405,2025-09-08 16:34:08 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,OpenRouter-Default [openai/gpt-4o],"[0.35, 0.15, 0.5]",1,
20250908-163405,2025-09-08 16:34:08 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.22, 0.37, 0.41]",1,
20250908-163405,2025-09-08 16:34:08 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,Gemini [gemini-2.5-pro],"[0.16, 0.49, 0.35]",1,
20250908-163405,2025-09-08 16:34:08 +0300,multiple_choice,39175,What will be the result of the game between IM Levy Rozman Vs The World?,Grok [grok-4],"[0.25, 0.2, 0.55]",1,
20250908-184749,2025-09-08 18:47:50 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 20.0, ""P20"": 21.0, ""P40"": 22.0, ""P60"": 22.5, ""P80"": 23.0, ""P90"": 23.0}",1,
20250908-184749,2025-09-08 18:47:50 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 20.0, ""P20"": 20.0, ""P40"": 22.0, ""P60"": 23.0, ""P80"": 23.0, ""P90"": 25.0}",1,
20250908-184749,2025-09-08 18:47:50 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Gemini [gemini-2.5-pro],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250908-184749,2025-09-08 18:47:50 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250908-192840,2025-09-08 19:28:42 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 20.0, ""P20"": 21.0, ""P40"": 22.0, ""P60"": 23.0, ""P80"": 23.0, ""P90"": 23.0}",1,
20250908-192840,2025-09-08 19:28:42 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 0.0, ""P20"": 20.0, ""P40"": 20.0, ""P60"": 23.0, ""P80"": 23.0, ""P90"": 25.0}",1,
20250908-192840,2025-09-08 19:28:42 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Gemini [gemini-2.5-pro],"{""P10"": 18.0, ""P20"": 20.0, ""P40"": 20.0, ""P60"": 21.0, ""P80"": 23.0, ""P90"": 23.0}",1,
20250908-192840,2025-09-08 19:28:42 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250908-195306,2025-09-08 19:53:08 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 20.0, ""P20"": 21.0, ""P40"": 22.0, ""P60"": 23.0, ""P80"": 23.0, ""P90"": 23.0}",1,
20250908-195306,2025-09-08 19:53:08 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 15.0, ""P20"": 20.0, ""P40"": 21.0, ""P60"": 22.0, ""P80"": 23.0, ""P90"": 24.0}",1,
20250908-195306,2025-09-08 19:53:08 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Gemini [gemini-2.5-pro],"{""P10"": 0.0, ""P20"": 0.0, ""P40"": 10.0, ""P60"": 20.0, ""P80"": 20.0, ""P90"": 23.0}",1,
20250908-195306,2025-09-08 19:53:08 +0300,numeric,38842,What will the 2025 reconciliation bill set as the percent deduction allowed for qualified business income (QBI) in tax year 2026?,Grok [grok-4],"{""P10"": 19.0, ""P20"": 20.0, ""P40"": 21.0, ""P60"": 22.0, ""P80"": 23.0, ""P90"": 24.0}",1,
20250908-215154,2025-09-08 21:51:55 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),OpenRouter-Default [openai/gpt-4o],0.800000,1,
20250908-215154,2025-09-08 21:51:55 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.800000,1,
20250908-215154,2025-09-08 21:51:55 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),Gemini [gemini-2.5-pro],0.800000,1,
20250908-215154,2025-09-08 21:51:55 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),Grok [grok-4],0.750000,1,
20250908-221906,2025-09-08 22:19:08 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),OpenRouter-Default [openai/gpt-4o],0.650000,1,
20250908-221906,2025-09-08 22:19:08 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.820000,1,
20250908-221906,2025-09-08 22:19:08 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),Gemini [gemini-2.5-pro],0.890000,1,
20250908-221906,2025-09-08 22:19:08 +0300,binary,38902,Will the number of new F-1 visas issued by the US to students from China or India decrease by >10% in FY 2025? (China),Grok [grok-4],0.720000,1,
20250908-224824,2025-09-08 22:48:26 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,OpenRouter-Default [openai/gpt-4o],0.620000,1,
20250908-224824,2025-09-08 22:48:26 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.850000,1,
20250908-224824,2025-09-08 22:48:26 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Gemini [gemini-2.5-pro],0.860000,1,
20250908-224824,2025-09-08 22:48:26 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Grok [grok-4],0.650000,1,
20250908-232626,2025-09-08 23:26:27 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,OpenRouter-Default [openai/gpt-4o],0.700000,1,
20250908-232626,2025-09-08 23:26:27 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.850000,1,
20250908-232626,2025-09-08 23:26:27 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Gemini [gemini-2.5-pro],0.900000,1,
20250908-232626,2025-09-08 23:26:27 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Grok [grok-4],0.710000,1,
20250908-234840,2025-09-08 23:48:42 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,OpenRouter-Default [openai/gpt-4o],0.650000,1,
20250908-234840,2025-09-08 23:48:42 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.800000,1,
20250908-234840,2025-09-08 23:48:42 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Gemini [gemini-2.5-pro],0.810000,1,
20250908-234840,2025-09-08 23:48:42 +0300,binary,38937,Will the highest-grossing film of 2025 be part of a franchise?,Grok [grok-4],0.600000,1,
20250909-102249,2025-09-09 10:22:51 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,OpenRouter-Default [openai/gpt-4o],0.480000,1,
20250909-102249,2025-09-09 10:22:51 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.630000,1,
20250909-102249,2025-09-09 10:22:51 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,Gemini [gemini-2.5-pro],0.550000,1,
20250909-102249,2025-09-09 10:22:51 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,Grok [grok-4],0.580000,1,
20250909-104758,2025-09-09 10:48:00 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,OpenRouter-Default [openai/gpt-4o],0.450000,1,
20250909-104758,2025-09-09 10:48:00 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.650000,1,
20250909-104758,2025-09-09 10:48:00 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,Gemini [gemini-2.5-pro],0.820000,1,
20250909-104758,2025-09-09 10:48:00 +0300,binary,38798,Will the number of UFO sightings reported by the National UFO Reporting Center exceed 350 for September 2025?,Grok [grok-4],0.650000,1,
20250909-113209,2025-09-09 11:32:10 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 95.0, ""P20"": 100.0, ""P40"": 105.0, ""P60"": 110.0, ""P80"": 115.0, ""P90"": 120.0}",1,
20250909-113209,2025-09-09 11:32:10 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 65.0, ""P20"": 75.0, ""P40"": 90.0, ""P60"": 100.0, ""P80"": 115.0, ""P90"": 130.0}",1,
20250909-113209,2025-09-09 11:32:10 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Gemini [gemini-2.5-pro],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250909-113209,2025-09-09 11:32:10 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Grok [grok-4],"{""P10"": 75.0, ""P20"": 85.0, ""P40"": 95.0, ""P60"": 105.0, ""P80"": 125.0, ""P90"": 140.0}",1,
20250909-115422,2025-09-09 11:54:24 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 90.0, ""P20"": 95.0, ""P40"": 100.0, ""P60"": 105.0, ""P80"": 110.0, ""P90"": 115.0}",1,
20250909-115422,2025-09-09 11:54:24 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 60.0, ""P20"": 70.0, ""P40"": 85.0, ""P60"": 100.0, ""P80"": 115.0, ""P90"": 130.0}",1,
20250909-115422,2025-09-09 11:54:24 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Gemini [gemini-2.5-pro],"{""P10"": 70.0, ""P20"": 80.0, ""P40"": 88.0, ""P60"": 98.0, ""P80"": 108.0, ""P90"": 118.0}",1,
20250909-115422,2025-09-09 11:54:24 +0300,numeric,38770,What percent of all US foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Grok [grok-4],"{""P10"": 60.0, ""P20"": 76.0, ""P40"": 96.0, ""P60"": 114.0, ""P80"": 134.0, ""P90"": 150.0}",1,
<<<<<<< Updated upstream
20250909-144828__fall-aib-2025,2025-09-09 14:49:58 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,OpenRouter-Default [openai/gpt-4o],0.940000,True,
20250909-144828__fall-aib-2025,2025-09-09 14:49:58 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.850000,True,
20250909-144828__fall-aib-2025,2025-09-09 14:49:58 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,Gemini [gemini-2.5-pro],0.880000,True,
20250909-144828__fall-aib-2025,2025-09-09 14:49:58 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,Grok [grok-4],0.930000,True,
20250909-155139__fall-aib-2025,2025-09-09 15:53:13 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,OpenRouter-Default [openai/gpt-4o],0.920000,True,
20250909-155139__fall-aib-2025,2025-09-09 15:53:13 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.850000,True,
20250909-155139__fall-aib-2025,2025-09-09 15:53:13 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,Gemini [gemini-2.5-pro],0.880000,True,
20250909-155139__fall-aib-2025,2025-09-09 15:53:13 +0300,binary,38797,Will the Defense Production Act be re-authorized before October 2025?,Grok [grok-4],0.880000,True,
20250910-023344__fall-aib-2025,2025-09-10 02:35:12 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 11.0, ""P20"": 11.0, ""P40"": 12.0, ""P60"": 12.0, ""P80"": 13.0, ""P90"": 13.0}",True,
20250910-023344__fall-aib-2025,2025-09-10 02:35:12 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 9.0, ""P20"": 10.0, ""P40"": 12.0, ""P60"": 13.0, ""P80"": 15.0, ""P90"": 16.0}",True,
20250910-023344__fall-aib-2025,2025-09-10 02:35:12 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,Gemini [gemini-2.5-pro],"{""P10"": 12000.0, ""P20"": 12700.0, ""P40"": 13500.0, ""P60"": 14200.0, ""P80"": 15200.0, ""P90"": 16000.0}",True,
20250910-023344__fall-aib-2025,2025-09-10 02:35:12 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,Grok [grok-4],"{""P10"": 8000.0, ""P20"": 9500.0, ""P40"": 11000.0, ""P60"": 12800.0, ""P80"": 14500.0, ""P90"": 16000.0}",True,
20250910-024816__fall-aib-2025,2025-09-10 02:49:43 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 11.0, ""P20"": 12.0, ""P40"": 12.0, ""P60"": 13.0, ""P80"": 13.0, ""P90"": 14.0}",True,
20250910-024816__fall-aib-2025,2025-09-10 02:49:43 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 9.0, ""P20"": 10.0, ""P40"": 12.0, ""P60"": 13.0, ""P80"": 15.0, ""P90"": 17.0}",True,
20250910-024816__fall-aib-2025,2025-09-10 02:49:43 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,Gemini [gemini-2.5-pro],"{""P10"": 13000.0, ""P20"": 14000.0, ""P40"": 15000.0, ""P60"": 16000.0, ""P80"": 17500.0, ""P90"": 18500.0}",True,
20250910-024816__fall-aib-2025,2025-09-10 02:49:43 +0300,numeric,39173,How many vehicle deliveries will Rivian report for Q3 2025?,Grok [grok-4],"{""P10"": 9500.0, ""P20"": 10700.0, ""P40"": 12200.0, ""P60"": 13800.0, ""P80"": 15400.0, ""P90"": 16600.0}",True,
20250910-055837__fall-aib-2025,2025-09-10 06:00:15 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",OpenRouter-Default [openai/gpt-4o],"{""P10"": 24.0, ""P20"": 24.5, ""P40"": 25.0, ""P60"": 25.3, ""P80"": 25.6, ""P90"": 26.0}",True,
20250910-055837__fall-aib-2025,2025-09-10 06:00:15 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 22.8, ""P20"": 23.7, ""P40"": 24.9, ""P60"": 26.1, ""P80"": 27.5, ""P90"": 28.7}",True,
20250910-055837__fall-aib-2025,2025-09-10 06:00:15 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Gemini [gemini-2.5-pro],"{""P10"": 23.7, ""P20"": 24.3, ""P40"": 24.8, ""P60"": 25.4, ""P80"": 25.8, ""P90"": 26.1}",True,
20250910-055837__fall-aib-2025,2025-09-10 06:00:15 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Grok [grok-4],"{""P10"": 22.8, ""P20"": 23.5, ""P40"": 24.4, ""P60"": 25.2, ""P80"": 26.1, ""P90"": 26.8}",True,
20250910-063313__fall-aib-2025,2025-09-10 06:34:55 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",OpenRouter-Default [openai/gpt-4o],"{""P10"": 24.0, ""P20"": 24.5, ""P40"": 25.0, ""P60"": 25.5, ""P80"": 26.0, ""P90"": 26.5}",True,
20250910-063313__fall-aib-2025,2025-09-10 06:34:55 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 22.8, ""P20"": 23.5, ""P40"": 24.6, ""P60"": 25.4, ""P80"": 26.3, ""P90"": 27.1}",True,
20250910-063313__fall-aib-2025,2025-09-10 06:34:55 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Gemini [gemini-2.5-pro],"{""P10"": 23.0, ""P20"": 24.0, ""P40"": 24.7, ""P60"": 25.1, ""P80"": 25.5, ""P90"": 26.0}",True,
20250910-063313__fall-aib-2025,2025-09-10 06:34:55 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Grok [grok-4],"{""P10"": 22.5, ""P20"": 23.2, ""P40"": 24.2, ""P60"": 25.1, ""P80"": 26.1, ""P90"": 26.8}",True,
20250910-065046__fall-aib-2025,2025-09-10 06:52:17 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",OpenRouter-Default [openai/gpt-4o],"{""P10"": 23.5, ""P20"": 24.0, ""P40"": 24.5, ""P60"": 25.0, ""P80"": 25.5, ""P90"": 26.0}",True,
20250910-065046__fall-aib-2025,2025-09-10 06:52:17 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 21.5, ""P20"": 22.4, ""P40"": 23.8, ""P60"": 24.7, ""P80"": 25.9, ""P90"": 26.8}",True,
20250910-065046__fall-aib-2025,2025-09-10 06:52:17 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Gemini [gemini-2.5-pro],"{""P10"": 22.5, ""P20"": 23.4, ""P40"": 24.4, ""P60"": 25.2, ""P80"": 25.9, ""P90"": 26.4}",True,
20250910-065046__fall-aib-2025,2025-09-10 06:52:17 +0300,numeric,38743,"How much money in billions of USD will NIH award in Research Project Grants in the 2025 Fiscal Year 2025 (Oct 1, 2024 - Sep 30, 2025)?",Grok [grok-4],"{""P10"": 22.5, ""P20"": 23.1, ""P40"": 23.8, ""P60"": 24.4, ""P80"": 25.3, ""P90"": 25.9}",True,
20250910-084831__fall-aib-2025,2025-09-10 08:50:08 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,OpenRouter-Default [openai/gpt-4o],0.350000,True,
20250910-084831__fall-aib-2025,2025-09-10 08:50:08 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.300000,True,
20250910-084831__fall-aib-2025,2025-09-10 08:50:08 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Gemini [gemini-2.5-pro],0.250000,True,
20250910-084831__fall-aib-2025,2025-09-10 08:50:08 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Grok [grok-4],0.370000,True,
20250910-093428__fall-aib-2025,2025-09-10 09:35:54 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,OpenRouter-Default [openai/gpt-4o],0.450000,True,
20250910-093428__fall-aib-2025,2025-09-10 09:35:54 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.350000,True,
20250910-093428__fall-aib-2025,2025-09-10 09:35:54 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Gemini [gemini-2.5-pro],0.380000,True,
20250910-093428__fall-aib-2025,2025-09-10 09:35:54 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Grok [grok-4],0.350000,True,
20250910-095301__fall-aib-2025,2025-09-10 09:55:15 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,OpenRouter-Default [openai/gpt-4o],0.430000,True,
20250910-095301__fall-aib-2025,2025-09-10 09:55:15 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.300000,True,
20250910-095301__fall-aib-2025,2025-09-10 09:55:15 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Gemini [gemini-2.5-pro],null,False,parse_failed
20250910-095301__fall-aib-2025,2025-09-10 09:55:15 +0300,binary,38959,Will the US unemployment rate in November 2025 be below the rate in November 2024?,Grok [grok-4],0.350000,True,
20250911-022031__fall-aib-2025,2025-09-11 02:22:14 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),OpenRouter-Default [openai/gpt-4o],0.950000,True,
20250911-022031__fall-aib-2025,2025-09-11 02:22:14 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.990000,True,
20250911-022031__fall-aib-2025,2025-09-11 02:22:14 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Gemini [gemini-2.5-pro],0.940000,True,
20250911-022031__fall-aib-2025,2025-09-11 02:22:14 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Grok [grok-4],0.990000,True,
20250911-023407__fall-aib-2025,2025-09-11 02:35:12 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),OpenRouter-Default [openai/gpt-4o],0.990000,True,
20250911-023407__fall-aib-2025,2025-09-11 02:35:12 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.990000,True,
20250911-023407__fall-aib-2025,2025-09-11 02:35:12 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Gemini [gemini-2.5-pro],0.950000,True,
20250911-023407__fall-aib-2025,2025-09-11 02:35:12 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Grok [grok-4],0.990000,True,
20250911-024815__fall-aib-2025,2025-09-11 02:49:35 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),OpenRouter-Default [openai/gpt-4o],0.990000,True,
20250911-024815__fall-aib-2025,2025-09-11 02:49:35 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.990000,True,
20250911-024815__fall-aib-2025,2025-09-11 02:49:35 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Gemini [gemini-2.5-pro],0.990000,True,
20250911-024815__fall-aib-2025,2025-09-11 02:49:35 +0300,binary,38774,Will the following companies be added to the S&P 500 before October 2025? (HOOD),Grok [grok-4],0.990000,True,
20250911-104827__fall-aib-2025,2025-09-11 10:50:27 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 70.0, ""P20"": 75.0, ""P40"": 85.0, ""P60"": 95.0, ""P80"": 105.0, ""P90"": 115.0}",True,
20250911-104827__fall-aib-2025,2025-09-11 10:50:27 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 45.0, ""P20"": 55.0, ""P40"": 70.0, ""P60"": 85.0, ""P80"": 100.0, ""P90"": 115.0}",True,
